"","DateTime","Depth","Tot_V"
"1","2017-08-27",NA,362563.3464
"2","2017-08-28",NA,364549.7752
"3","2017-08-29",NA,364685.1023
"4","2017-08-30",NA,365023.42
"5","2017-08-31",NA,365023.42
"6","2017-09-01",NA,365023.42
"7","2017-09-02",NA,367120.9898
"8","2017-09-03",NA,367459.3075
"9","2017-09-04",NA,367296.915
"10","2017-09-05",NA,367296.915
"11","2017-09-06",NA,367432.2421
"12","2017-09-07",NA,367506.672
"13","2017-09-08",NA,367296.915
"14","2017-09-09",NA,367181.887
"15","2017-09-10",NA,373068.6151
"16","2017-09-11",NA,391283.6405
"17","2017-09-12",NA,395722.3689
"18","2017-09-13",NA,396811.7519
"19","2017-09-14",NA,397887.6022
"20","2017-09-15",NA,398916.088
"21","2017-09-16",NA,399836.3122
"22","2017-09-17",NA,400682.1065
"23","2017-09-18",NA,401446.7045
"24","2017-09-19",NA,402163.938
"25","2017-09-20",NA,402948.8351
"26","2017-09-21",NA,403693.1341
"27","2017-09-22",NA,404390.0685
"28","2017-09-23",NA,405032.8722
"29","2017-09-24",NA,405817.7693
"30","2017-09-25",NA,406433.5075
"31","2017-09-26",NA,407028.9467
"32","2017-09-27",NA,407590.5541
"33","2017-09-28",NA,408118.3297
"34","2017-09-29",NA,408882.9277
"35","2017-09-30",NA,409661.0584
"36","2017-10-01",NA,411345.8806
"37","2017-10-02",NA,414370.4409
"38","2017-10-03",NA,414959.1137
"39","2017-10-04",NA,415195.9361
"40","2017-10-05",NA,415628.9828
"41","2017-10-06",NA,416285.3192
"42","2017-10-07",NA,416867.2256
"43","2017-10-08",NA,417537.0947
"44","2017-10-09",NA,418802.4029
"45","2017-10-10",NA,419039.2253
"46","2017-10-11",NA,419519.6365
"47","2017-10-12",NA,419587.3
"48","2017-10-13",NA,419587.3
"49","2017-10-14",NA,419864.7205
"50","2017-10-15",NA,420216.5709
"51","2017-10-16",NA,420236.87
"52","2017-10-17",NA,421867.5614
"53","2017-10-18",NA,422185.58
"54","2017-10-19",NA,422185.58
"55","2017-10-20",NA,422185.58
"56","2017-10-21",NA,422205.8791
"57","2017-10-22",NA,422638.9257
"58","2017-10-23",NA,422970.4771
"59","2017-10-24",NA,424134.29
"60","2017-10-25",NA,424134.29
"61","2017-10-26",NA,424005.7293
"62","2017-10-27",NA,423809.505
"63","2017-10-28",NA,424012.4956
"64","2017-10-29",NA,424134.29
"65","2017-10-30",NA,423829.8041
"66","2017-10-31",NA,423809.505
"67","2017-11-01",NA,423809.505
"68","2017-11-02",NA,423938.0657
"69","2017-11-03",NA,424134.29
"70","2017-11-04",NA,424134.29
"71","2017-11-05",NA,424323.7479
"72","2017-11-06",NA,424472.6077
"73","2017-11-07",NA,424783.86
"74","2017-11-08",NA,424783.86
"75","2017-11-09",NA,424831.2245
"76","2017-11-10",NA,424946.2525
"77","2017-11-11",NA,424783.86
"78","2017-11-12",NA,424783.86
"79","2017-11-13",NA,424912.4207
"80","2017-11-14",NA,425101.8786
"81","2017-11-15",NA,424783.86
"82","2017-11-16",NA,424783.86
"83","2017-11-17",NA,424783.86
"84","2017-11-18",NA,424783.86
"85","2017-11-19",NA,424912.4207
"86","2017-11-20",NA,424837.9908
"87","2017-11-21",NA,424567.3367
"88","2017-11-22",NA,423802.7386
"89","2017-11-23",NA,425460.4954
"90","2017-11-24",NA,428153.5044
"91","2017-11-25",NA,428356.495
"92","2017-11-26",NA,428356.495
"93","2017-11-27",NA,428356.495
"94","2017-11-28",NA,428356.495
"95","2017-11-29",NA,428356.495
"96","2017-11-30",NA,428356.495
"97","2017-12-01",NA,428356.495
"98","2017-12-02",NA,428356.495
"99","2017-12-03",NA,428356.495
"100","2017-12-04",NA,428356.495
"101","2017-12-05",NA,428356.495
"102","2017-12-06",NA,428356.495
"103","2017-12-07",NA,428356.495
"104","2017-12-08",NA,428965.4669
"105","2017-12-09",NA,431117.1675
"106","2017-12-10",NA,431157.7656
"107","2017-12-11",NA,430954.775
"108","2017-12-12",NA,430954.775
"109","2017-12-13",NA,430954.775
"110","2017-12-14",NA,430954.775
"111","2017-12-15",NA,430954.775
"112","2017-12-16",NA,430954.775
"113","2017-12-17",NA,430954.775
"114","2017-12-18",NA,430995.3731
"115","2017-12-19",NA,431279.56
"116","2017-12-20",NA,431353.9899
"117","2017-12-21",NA,431604.345
"118","2017-12-22",NA,431604.345
"119","2017-12-23",NA,431604.345
"120","2017-12-24",NA,431604.345
"121","2017-12-25",NA,431570.5132
"122","2017-12-26",NA,431002.1395
"123","2017-12-27",NA,430954.775
"124","2017-12-28",NA,430954.775
"125","2017-12-29",NA,430941.2423
"126","2017-12-30",NA,430629.99
"127","2017-12-31",NA,430413.4667
"128","2018-01-01",NA,430305.205
"129","2018-01-02",NA,430203.7097
"130","2018-01-03",NA,430643.5227
"131","2018-01-04",NA,431604.345
"132","2018-01-05",NA,431475.7843
"133","2018-01-06",NA,431279.56
"134","2018-01-07",NA,431252.4946
"135","2018-01-08",NA,431029.2049
"136","2018-01-09",NA,NA
"137","2018-01-10",NA,432152.4197
"138","2018-01-11",NA,432578.7
"139","2018-01-12",NA,432700.4944
"140","2018-01-13",NA,433099.7093
"141","2018-01-14",NA,432578.7
"142","2018-01-15",NA,432578.7
"143","2018-01-16",NA,432578.7
"144","2018-01-17",NA,432456.9056
"145","2018-01-18",NA,431935.8964
"146","2018-01-19",NA,431929.13
"147","2018-01-20",NA,431929.13
"148","2018-01-21",NA,431712.6067
"149","2018-01-22",NA,431604.345
"150","2018-01-23",NA,431874.9992
"151","2018-01-24",NA,431935.8964
"152","2018-01-25",NA,431929.13
"153","2018-01-26",NA,431712.6067
"154","2018-01-27",NA,431604.345
"155","2018-01-28",NA,431469.0179
"156","2018-01-29",NA,434649.2044
"157","2018-01-30",NA,431739.6721
"158","2018-01-31",NA,432402.7748
"159","2018-02-01",NA,432287.7468
"160","2018-02-02",NA,433377.1298
"161","2018-02-03",NA,432971.1485
"162","2018-02-04",NA,433228.27
"163","2018-02-05",NA,434060.5316
"164","2018-02-06",NA,433877.84
"165","2018-02-07",NA,433877.84
"166","2018-02-08",NA,433877.84
"167","2018-02-09",NA,433877.84
"168","2018-02-10",NA,433566.5877
"169","2018-02-11",NA,433553.055
"170","2018-02-12",NA,433789.8774
"171","2018-02-13",NA,433695.1484
"172","2018-02-14",NA,431929.13
"173","2018-02-15",NA,431929.13
"174","2018-02-16",NA,431902.0646
"175","2018-02-17",NA,431563.7469
"176","2018-02-18",NA,431279.56
"177","2018-02-19",NA,431279.56
"178","2018-02-20",NA,431279.56
"179","2018-02-21",NA,431076.5694
"180","2018-02-22",NA,430629.99
"181","2018-02-23",NA,430629.99
"182","2018-02-24",NA,430629.99
"183","2018-02-25",NA,430264.6069
"184","2018-02-26",NA,429980.42
"185","2018-02-27",NA,429980.42
"186","2018-02-28",NA,430149.5789
"187","2018-03-01",NA,431942.6627
"188","2018-03-02",NA,431611.1114
"189","2018-03-03",NA,431347.2235
"190","2018-03-04",NA,430941.2423
"191","2018-03-05",NA,430440.5321
"192","2018-03-06",NA,430305.205
"193","2018-03-07",NA,430257.8405
"194","2018-03-08",NA,429702.9995
"195","2018-03-09",NA,429412.0463
"196","2018-03-10",NA,429006.065
"197","2018-03-11",NA,429006.065
"198","2018-03-12",NA,428505.3548
"199","2018-03-13",NA,426874.6634
"200","2018-03-14",NA,426536.3457
"201","2018-03-15",NA,426150.6635
"202","2018-03-16",NA,425771.7477
"203","2018-03-17",NA,425582.2898
"204","2018-03-18",NA,425433.43
"205","2018-03-19",NA,425920.6075
"206","2018-03-20",NA,426962.626
"207","2018-03-21",NA,426658.1401
"208","2018-03-22",NA,426157.4299
"209","2018-03-23",NA,425710.8505
"210","2018-03-24",NA,425433.43
"211","2018-03-25",NA,425122.1777
"212","2018-03-26",NA,425081.5796
"213","2018-03-27",NA,424783.86
"214","2018-03-28",NA,424919.1871
"215","2018-03-29",NA,426407.785
"216","2018-03-30",NA,426407.785
"217","2018-03-31",NA,426367.1869
"218","2018-04-01",NA,425785.2804
"219","2018-04-02",NA,425758.215
"220","2018-04-03",NA,425690.5515
"221","2018-04-04",NA,425203.374
"222","2018-04-05",NA,425095.1123
"223","2018-04-06",NA,424655.2993
"224","2018-04-07",NA,424506.4395
"225","2018-04-08",NA,425095.1123
"226","2018-04-09",NA,425284.5702
"227","2018-04-10",NA,434365.0175
"228","2018-04-11",NA,435806.2509
"229","2018-04-12",NA,NA
"230","2018-04-13",NA,NA
"231","2018-04-14",NA,NA
"232","2018-04-15",NA,NA
"233","2018-04-16",NA,NA
"234","2018-04-17",NA,NA
"235","2018-04-18",NA,NA
"236","2018-04-19",NA,NA
"237","2018-04-20",NA,NA
"238","2018-04-21",NA,NA
"239","2018-04-22",NA,NA
"240","2018-04-23",NA,NA
"241","2018-04-24",NA,NA
"242","2018-04-25",NA,NA
"243","2018-04-26",NA,NA
"244","2018-04-27",NA,NA
"245","2018-04-28",NA,NA
"246","2018-04-29",NA,NA
"247","2018-04-30",NA,NA
"248","2018-05-01",NA,NA
"249","2018-05-02",NA,NA
"250","2018-05-03",NA,NA
"251","2018-05-04",NA,NA
"252","2018-05-05",NA,NA
"253","2018-05-06",NA,NA
"254","2018-05-07",NA,NA
"255","2018-05-08",NA,NA
"256","2018-05-09",NA,NA
"257","2018-05-10",NA,434006.4007
"258","2018-05-11",NA,433877.84
"259","2018-05-12",NA,433641.0176
"260","2018-05-13",NA,433228.27
"261","2018-05-14",NA,433641.0176
"262","2018-05-15",NA,435285.2417
"263","2018-05-16",NA,NA
"264","2018-05-17",NA,NA
"265","2018-05-18",NA,NA
"266","2018-05-19",NA,NA
"267","2018-05-20",NA,NA
"268","2018-05-21",NA,NA
"269","2018-05-22",NA,NA
"270","2018-05-23",NA,NA
"271","2018-05-24",NA,NA
"272","2018-05-25",NA,NA
"273","2018-05-26",NA,NA
"274","2018-05-27",NA,NA
"275","2018-05-28",NA,NA
"276","2018-05-29",NA,NA
"277","2018-05-30",NA,NA
"278","2018-05-31",NA,NA
"279","2018-06-01",NA,NA
"280","2018-06-02",NA,NA
"281","2018-06-03",NA,NA
"282","2018-06-04",NA,NA
"283","2018-06-05",NA,NA
"284","2018-06-06",NA,NA
"285","2018-06-07",NA,NA
"286","2018-06-08",NA,NA
"287","2018-06-09",NA,NA
"288","2018-06-10",NA,NA
"289","2018-06-11",NA,NA
"290","2018-06-12",NA,NA
"291","2018-06-13",NA,NA
"292","2018-06-14",NA,NA
"293","2018-06-15",NA,NA
"294","2018-06-16",NA,NA
"295","2018-06-17",NA,NA
"296","2018-06-18",NA,NA
"297","2018-06-19",NA,NA
"298","2018-06-20",NA,NA
"299","2018-06-21",NA,NA
"300","2018-06-22",NA,NA
"301","2018-06-23",NA,NA
"302","2018-06-24",NA,NA
"303","2018-06-25",NA,NA
"304","2018-06-26",NA,NA
"305","2018-06-27",NA,NA
"306","2018-06-28",NA,NA
"307","2018-06-29",NA,NA
"308","2018-06-30",NA,NA
"309","2018-07-01",NA,NA
"310","2018-07-02",NA,NA
"311","2018-07-03",NA,NA
"312","2018-07-04",NA,NA
"313","2018-07-05",NA,NA
"314","2018-07-06",NA,NA
"315","2018-07-07",NA,NA
"316","2018-07-08",NA,NA
"317","2018-07-09",NA,NA
"318","2018-07-10",NA,NA
"319","2018-07-11",NA,NA
"320","2018-07-12",NA,NA
"321","2018-07-13",NA,NA
"322","2018-07-14",NA,NA
"323","2018-07-15",NA,NA
"324","2018-07-16",NA,NA
"325","2018-07-17",NA,NA
"326","2018-07-18",NA,NA
"327","2018-07-19",NA,NA
"328","2018-07-20",NA,NA
"329","2018-07-21",NA,NA
"330","2018-07-22",NA,NA
"331","2018-07-23",NA,NA
"332","2018-07-24",NA,NA
"333","2018-07-25",NA,NA
"334","2018-07-26",NA,NA
"335","2018-07-27",NA,NA
"336","2018-07-28",NA,NA
"337","2018-07-29",NA,NA
"338","2018-07-30",NA,NA
"339","2018-07-31",NA,NA
"340","2018-08-01",NA,NA
"341","2018-08-02",NA,NA
"342","2018-08-03",NA,NA
"343","2018-08-04",NA,NA
"344","2018-08-05",NA,NA
"345","2018-08-06",NA,NA
"346","2018-08-07",NA,NA
"347","2018-08-08",NA,NA
"348","2018-08-09",NA,NA
"349","2018-08-10",NA,NA
"350","2018-08-11",NA,NA
"351","2018-08-12",NA,NA
"352","2018-08-13",NA,NA
"353","2018-08-14",NA,NA
"354","2018-08-15",NA,NA
"355","2018-08-16",NA,NA
"356","2018-08-17",NA,NA
"357","2018-08-18",NA,NA
"358","2018-08-19",NA,NA
"359","2018-08-20",NA,NA
"360","2018-08-21",NA,NA
"361","2018-08-22",NA,NA
"362","2018-08-23",NA,NA
"363","2018-08-24",NA,NA
"364","2018-08-25",NA,NA
"365","2018-08-26",NA,NA
"366","2018-08-27",NA,NA
"367","2018-08-28",NA,NA
"368","2018-08-29",NA,NA
"369","2018-08-30",NA,NA
"370","2018-08-31",NA,NA
"371","2018-09-01",NA,NA
"372","2018-09-02",NA,NA
"373","2018-09-03",NA,NA
"374","2018-09-04",NA,NA
"375","2018-09-05",NA,NA
"376","2018-09-06",NA,NA
"377","2018-09-07",NA,NA
"378","2018-09-08",NA,NA
"379","2018-09-09",NA,NA
"380","2018-09-10",NA,NA
"381","2018-09-11",NA,NA
"382","2018-09-12",NA,NA
"383","2018-09-13",NA,NA
"384","2018-09-14",NA,NA
"385","2018-09-15",NA,NA
"386","2018-09-16",NA,NA
"387","2018-09-17",NA,NA
"388","2018-09-18",NA,NA
"389","2018-09-19",NA,NA
"390","2018-09-20",NA,NA
"391","2018-09-21",NA,NA
"392","2018-09-22",NA,NA
"393","2018-09-23",NA,NA
"394","2018-09-24",NA,NA
"395","2018-09-25",NA,NA
"396","2018-09-26",NA,NA
"397","2018-09-27",NA,NA
"398","2018-09-28",NA,NA
"399","2018-09-29",NA,NA
"400","2018-09-30",NA,NA
"401","2018-10-01",NA,NA
"402","2018-10-02",NA,NA
"403","2018-10-03",NA,NA
"404","2018-10-04",NA,NA
"405","2018-10-05",NA,NA
"406","2018-10-06",NA,NA
"407","2018-10-07",NA,NA
"408","2018-10-08",NA,NA
"409","2018-10-09",NA,NA
"410","2018-10-10",NA,NA
"411","2018-10-11",NA,NA
"412","2018-10-12",NA,NA
"413","2018-10-13",NA,NA
"414","2018-10-14",NA,NA
"415","2018-10-15",NA,NA
"416","2018-10-16",NA,NA
"417","2018-10-17",NA,NA
"418","2018-10-18",NA,NA
"419","2018-10-19",NA,NA
"420","2018-10-20",NA,NA
"421","2018-10-21",NA,NA
"422","2018-10-22",NA,NA
"423","2018-10-23",NA,NA
"424","2018-10-24",NA,NA
"425","2018-10-25",NA,NA
"426","2018-10-26",NA,NA
"427","2018-10-27",NA,NA
"428","2018-10-28",NA,NA
"429","2018-10-29",NA,NA
"430","2018-10-30",NA,NA
"431","2018-10-31",NA,NA
"432","2018-11-01",NA,NA
"433","2018-11-02",NA,NA
"434","2018-11-03",NA,NA
"435","2018-11-04",NA,NA
"436","2018-11-05",NA,NA
"437","2018-11-06",NA,NA
"438","2018-11-07",NA,NA
"439","2018-11-08",NA,NA
"440","2018-11-09",NA,NA
"441","2018-11-10",NA,NA
"442","2018-11-11",NA,NA
"443","2018-11-12",NA,NA
"444","2018-11-13",NA,NA
"445","2018-11-14",NA,NA
"446","2018-11-15",NA,NA
"447","2018-11-16",NA,NA
"448","2018-11-17",NA,NA
"449","2018-11-18",NA,NA
"450","2018-11-19",NA,NA
"451","2018-11-20",NA,NA
"452","2018-11-21",NA,NA
"453","2018-11-22",NA,NA
"454","2018-11-23",NA,NA
"455","2018-11-24",NA,NA
"456","2018-11-25",NA,NA
"457","2018-11-26",NA,NA
"458","2018-11-27",NA,NA
"459","2018-11-28",NA,NA
"460","2018-11-29",NA,NA
"461","2018-11-30",NA,NA
"462","2018-12-01",NA,NA
"463","2018-12-02",NA,NA
"464","2018-12-03",NA,NA
"465","2018-12-04",NA,NA
"466","2018-12-05",NA,NA
"467","2018-12-06",NA,NA
"468","2018-12-07",NA,NA
"469","2018-12-08",NA,NA
"470","2018-12-09",NA,NA
"471","2018-12-10",NA,NA
"472","2018-12-11",NA,NA
"473","2018-12-12",NA,NA
"474","2018-12-13",NA,NA
"475","2018-12-14",NA,NA
"476","2018-12-15",NA,NA
"477","2018-12-16",NA,NA
"478","2018-12-17",NA,NA
"479","2018-12-18",NA,NA
"480","2018-12-19",NA,NA
"481","2018-12-20",NA,NA
"482","2018-12-21",NA,NA
"483","2018-12-22",NA,NA
"484","2018-12-23",NA,NA
"485","2018-12-24",NA,NA
"486","2018-12-25",NA,NA
"487","2018-12-26",NA,NA
"488","2018-12-27",NA,NA
"489","2018-12-28",NA,NA
"490","2018-12-29",NA,NA
"491","2018-12-30",NA,NA
"492","2018-12-31",NA,NA
"493","2019-01-01",NA,NA
"494","2019-01-02",NA,NA
"495","2019-01-03",NA,NA
"496","2019-01-04",NA,NA
"497","2019-01-05",NA,NA
"498","2019-01-06",NA,NA
"499","2019-01-07",NA,NA
"500","2019-01-08",NA,NA
"501","2019-01-09",NA,NA
"502","2019-01-10",NA,NA
"503","2019-01-11",NA,NA
"504","2019-01-12",NA,NA
"505","2019-01-13",NA,NA
"506","2019-01-14",NA,NA
"507","2019-01-15",NA,NA
"508","2019-01-16",NA,NA
"509","2019-01-17",NA,NA
"510","2019-01-18",NA,473799.3296
"511","2019-01-19",NA,473176.825
"512","2019-01-20",NA,474245.909
"513","2019-01-21",NA,477622.3197
"514","2019-01-22",NA,475984.862
"515","2019-01-23",NA,473305.3857
"516","2019-01-24",NA,472236.3018
"517","2019-01-25",NA,476323.1797
"518","2019-01-26",NA,476729.1609
"519","2019-01-27",NA,476255.5161
"520","2019-01-28",NA,478745.5345
"521","2019-01-29",NA,477588.4879
"522","2019-01-30",NA,477818.544
"523","2019-01-31",NA,463697.1628
"524","2019-02-01",NA,NA
"525","2019-02-02",NA,NA
"526","2019-02-03",NA,NA
"527","2019-02-04",NA,NA
"528","2019-02-05",NA,NA
"529","2019-02-06",NA,461789.0509
"530","2019-02-07",NA,NA
"531","2019-02-08",NA,NA
"532","2019-02-09",NA,479631.9269
"533","2019-02-10",NA,NA
"534","2019-02-11",NA,476181.0863
"535","2019-02-12",NA,NA
"536","2019-02-13",NA,474482.7314
"537","2019-02-14",NA,469428.2648
"538","2019-02-15",NA,467303.6296
"539","2019-02-16",NA,NA
"540","2019-02-17",NA,NA
"541","2019-02-18",NA,NA
"542","2019-02-19",NA,489307.8133
"543","2019-02-20",NA,NA
"544","2019-02-21",NA,NA
"545","2019-02-22",NA,NA
"546","2019-02-23",NA,NA
"547","2019-02-24",NA,NA
"548","2019-02-25",NA,NA
"549","2019-02-26",NA,NA
"550","2019-02-27",NA,NA
"551","2019-02-28",NA,NA
"552","2019-03-01",NA,NA
"553","2019-03-02",NA,NA
"554","2019-03-03",NA,NA
"555","2019-03-04",NA,NA
"556","2019-03-05",NA,NA
"557","2019-03-06",NA,NA
"558","2019-03-07",NA,NA
"559","2019-03-08",NA,NA
"560","2019-03-09",NA,NA
"561","2019-03-10",NA,NA
"562","2019-03-11",NA,NA
"563","2019-03-12",NA,NA
"564","2019-03-13",NA,NA
"565","2019-03-14",NA,NA
"566","2019-03-15",NA,NA
"567","2019-03-16",NA,NA
"568","2019-03-17",NA,NA
"569","2019-03-18",NA,NA
"570","2019-03-19",NA,NA
"571","2019-03-20",NA,NA
"572","2019-03-21",NA,NA
"573","2019-03-22",NA,NA
"574","2019-03-23",NA,NA
"575","2019-03-24",NA,NA
"576","2019-03-25",NA,NA
"577","2019-03-26",NA,NA
"578","2019-03-27",NA,NA
"579","2019-03-28",NA,NA
"580","2019-03-29",NA,470084.6011
"581","2019-03-30",NA,469604.19
"582","2019-03-31",NA,468981.6854
"583","2019-04-01",NA,NA
"584","2019-04-02",NA,NA
"585","2019-04-03",NA,NA
"586","2019-04-04",NA,NA
"587","2019-04-05",NA,NA
"588","2019-04-06",NA,473542.2081
"589","2019-04-07",NA,473393.3483
"590","2019-04-08",NA,NA
"591","2019-04-09",NA,NA
"592","2019-04-10",NA,NA
"593","2019-04-11",NA,NA
"594","2019-04-12",NA,NA
"595","2019-04-13",NA,NA
"596","2019-04-14",NA,NA
"597","2019-04-15",NA,NA
"598","2019-04-16",NA,NA
"599","2019-04-17",NA,NA
"600","2019-04-18",NA,NA
"601","2019-04-19",NA,NA
"602","2019-04-20",NA,NA
"603","2019-04-21",NA,NA
"604","2019-04-22",NA,NA
"605","2019-04-23",NA,NA
"606","2019-04-24",NA,NA
